,artist,dateposted,description,itemid,itunes_link,loved_count,p_id,posted_count,postid,posturl,pub_audio_unavail,siteid,sitename,thumb_url,thumb_url_large,thumb_url_medium,time,title,ts_loved_me
629,of Montreal,1355148644,"In spite of a few recent missteps, of Montreal continue to be one of American indie’s most treasured bands. In celebration of, well, themselves, the band will soon release Song Dynasties, a documentary that charts their history and evolution. To tide thei",1rgp5,http://hypem.com/go/itunes_search/of%20Montreal,39,,7,2021658,http://www.audiocred.com/2012/12/of-montreal-dumb-acre/,,15749,AudioCred,http://static.hypem.net/solid_color/thumbs_new/1a/2021658.jpg,https://static.hypem.com/items_images/c5/1rgp5_500.jpg,https://static.hypem.com/solid_color/items_images/c5/1rgp5_120.jpg,141,Dumb Acre,1354561608
630,Joey Bada$$,1387178050,"It’s been apretty great year in music, so now it’s time to round up – here are guerolitomusic’ s 40 favourite albums of 2013! Enjoy. Next to come: December 24 | best songs of 2013 | #100 to 1 #40 Nick Cave & The Bad Seeds | Push The Sky Away mp3 | Finishi",1mtsh,http://hypem.com/go/itunes_search/Joey%20Bada$$,1184,,13,2378001,http://guerolitomusic.com/2013/12/16/guerolitomusic-presents-best-albums-of-2013/?utm_source=rss&utm_medium=rss&utm_campaign=guerolitomusic-presents-best-albums-of-2013,,13753,guerolitomusic,http://static.hypem.net/solid_color/thumbs_new/11/2378001.jpg,http://static.hypem.net/thumbs_new/2f/2037039_640.jpg,https://static.hypem.com/solid_color/items_images/31/1mtsh_120.jpg,163,World Domination (Prod. By MF DOOM),1352317533
631,Masta Ace & MF Doom,1342231230,"MF DOOM (all caps) is widely regarded by all of us to be like a hip hop wrecking ball who, periodically, comes back to destroy wack rappers and producers. So, it’s a brave man who takes some of DOOM’s previously released beats and strips them of DOOM’s ra",1nfmt,http://hypem.com/go/itunes_search/Masta%20Ace%20&%20MF%20Doom,1153,,3,1869504,http://www.thewordisbond.com/66178/ma_doom-son-of-yvonne-album-review,,13363,Word Is Bond,http://static.hypem.net/solid_color/thumbs_new/c0/1869504.jpg,http://static.hypem.net/thumbs_new/22/1851426_320.jpg,http://static.hypem.net/solid_color/thumbs_new/c0/1869504_120.jpg,173,Ninteen Seventy Something,1352315557
632,Zero 7 Feat. Mf Doom,1338566237," Memorial Day has passed, which, to most people, signifies that summer has now officially arrived. Soaking in the sun is never a bad thing, but it still feels strange to acknowledge that there’s no Entourage coming our way this season. However, we can alw",qeqf,http://hypem.com/go/itunes_search/Zero%207%20Feat.%20Mf%20Doom,3814,,19,1827674,http://www.indieshuffle.com/entourage-soundtrack-season-3/,True,11626,Indie Shuffle,http://static.hypem.net/solid_color/thumbs_new/5a/1827674.jpg,http://static.hypem.net/thumbs_new/5a/1827674_500.jpg,http://static.hypem.net/solid_color/thumbs_new/5a/1827674_120.jpg,212,Somersault (Danger Mouse Remix),1352315468
633,St. John's Dance,1352275631,"Juli 24th, 1374 in Aix-La-Chapelle, Aachen, Germany. The plague is wreaking havoc and tearing up deep, puss filled wounds in a Europe where no one stands unaffected. Meanwhile, reports are pouring in on a new plague. A disease that would become known as S",1r1t5,http://hypem.com/go/itunes_search/St.%20John's%20Dance,7,,1,1988390,http://www.discobelle.net/2012/11/07/st-johns-dance-she-shot-me-dwn-exclusive/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/26/1988390.jpg,https://static.hypem.com/items_images/45/1r1t5_640.jpg,https://static.hypem.com/solid_color/items_images/45/1r1t5_120.jpg,188,She Shot Me Dwn,1352313497
634,Totally Enormous Extinct Dinosaurs ,1353524414,"Your Love takes off like a spaceage dream, its elevating punch is completely undeniable. As dance music, Fake Blood definitely gets the job done, but that buoyant beat is rich with ear candy and is engages all through the body, satisfyingly deploying clas",1qfch,http://hypem.com/go/itunes_search/Totally%20Enormous%20Extinct%20Dinosaurs%20,1532,,13,2004301,http://jealousgold.com/post/36221642881/your-love-takes-off-like-a-spaceage-dream-its,,16896,Jealous Gold,http://static.hypem.net/solid_color/thumbs_new/4d/2004301.jpg,https://static.hypem.com/items_images/91/1qfch_640.jpg,https://static.hypem.com/solid_color/items_images/91/1qfch_120.jpg,310,Your Love (Fake Blood Remix),1352233081
635,Crystal Castles,1354670352,"What a great year this has been for music. Here’s what I thought were the best 50 albums of 2012. As usual, enjoy streaming highlights from every album after its write-up. And to clarify: this is NOT a listing of the best obscure albums. This is a listing",1qxd3,http://hypem.com/go/itunes_search/Crystal%20Castles,7467,,65,2016800,http://www.obscuresound.com/2012/12/best-albums-of-2012-50-to-41/,,559,Obscure Sound,http://static.hypem.net/solid_color/thumbs_new/20/2016800.jpg,https://static.hypem.com/items_images/a3/1qxd3_640.jpg,https://static.hypem.com/solid_color/items_images/a3/1qxd3_120.jpg,157,AFFECTION,1352220836
636,e-dubble,1351867375,"Baltimore rapper, e-dubble just dropped his new track, “Cycle of Nightmares (Let It Go).” The track is off of e-dubble’s upcoming Reset project. It sees e-dubs taking a more melodic rap style while exploring some personal lyrics. read more at survivingthe",1qyaq,http://hypem.com/go/itunes_search/e-dubble,650,,6,1983973,http://survivingthegoldenage.com/e-dubble-cycle-of-nightmares-let-it-go/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/e5/1983973.jpg,https://static.hypem.com/items_images/57/1qyaq_500.jpg,https://static.hypem.com/solid_color/items_images/57/1qyaq_120.jpg,221,Cycle of Nightmares (Let It Go),1351886107
637,Joneses,1351867563,"North Carolina-based producer and friend of the blog, Joneses just dropped his first original mix called “Cough Syrup.” Despite how overplayed trap is getting, Joneses puts a new spin on the genre with the track. Mostly using a manipulated vocal sample an",1qywc,http://hypem.com/go/itunes_search/Joneses,10,,1,1983974,http://survivingthegoldenage.com/joneses-cough-syrup/,True,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/e6/1983974.jpg,https://static.hypem.com/images/albumart/320/4.png,http://static.hypem.net/solid_color/thumbs_new/e6/1983974_120.jpg,201,Cough Syrup,1351886031
638,Earl Sweatshirt,1371574206,"For the second year in a row Surviving the Golden Age is headed out to the po dunk wastelands of Dover, Delaware to cover what is being billed as the... read more at survivingthegoldenage.com",1qyft,http://hypem.com/go/itunes_search/Earl%20Sweatshirt,5511,,55,2215872,http://survivingthegoldenage.com/tuesday-top-10-firefly-festival-13/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/c0/2215872.jpg,http://static.hypem.net/thumbs_new/8e/2308494_640.jpg,https://static.hypem.com/solid_color/items_images/fa/1qyft_120.jpg,179,Chum,1351885430
639,Crookers,1351200934,Slick Shoota made this awesome EP titled Fjord Werk. A reference to his home of Norway. He is the,1qsbq,http://hypem.com/go/itunes_search/Crookers,24,,1,1975933,http://tiltla.blogspot.com/2012/10/slick-shoota-fjord-werk.html,,12387,TILT,http://static.hypem.net/solid_color/thumbs_new/7d/1975933.jpg,https://static.hypem.com/items_images/77/1qsbq_640.jpg,https://static.hypem.com/solid_color/items_images/77/1qsbq_120.jpg,218,Bust Em Up (Slick Shoota Starts Di Helicopta Edit),1351262896
640,Rhye,1351177222,"On ""The Fall,"" just like that, the mysterious LA duo Rhye arrived as a substantial voice supported by rolling pianos and the sort of melancholy undercurrent that wins a cultish, obsessed fanbase. The lightness of the original is flipped on the Maurice Ful",1qq7n,http://hypem.com/go/itunes_search/Rhye,581,,18,1975354,http://rcrdlbl.com/2012/10/25/stream_rhye_the_fall_maurice_fulton_alt_mix,,5623,RCRD LBL,http://static.hypem.net/solid_color/thumbs_new/3a/1975354.jpg,https://static.hypem.com/items_images/f5/1qq7n_640.jpg,https://static.hypem.com/solid_color/items_images/f5/1qq7n_120.jpg,394,The Fall (Maurice Fulton Alt Mix),1351185490
641,U.S. Girls,1351080054,"U.S. Girls : GEM Meghan Remy is back with her misleadingly-titled one-woman project, U.S. Girls. Her latest album, GEM, is a gritty take on ‘50s and ‘60s pop that includes a couple of covers. Using a drum machine, an electric piano, a guitar, and some lo-",1qr1v,http://hypem.com/go/itunes_search/U.S.%20Girls,4,,1,1973803,http://survivingthegoldenage.com/u-s-girls-gem/,True,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/2b/1973803.jpg,https://static.hypem.com/images/albumart/320/2.png,http://static.hypem.net/solid_color/thumbs_new/2b/1973803_120.jpg,161,Slim Baby,1351115850
642,Flume,1352119863,"Twenty year-old Australian producer Flume just returned to Sydney after playing his first US shows last month at CMJ. He is preparing to release his self-titled debut album on November 9th. The album’s latest single is “Holdin’ On,” a track that is remini",1qf2y,http://hypem.com/go/itunes_search/Flume,23413,,66,1985811,http://survivingthegoldenage.com/flume-holdin-on/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/13/1985811.jpg,http://static.hypem.net/thumbs_new/9f/2439327_640.jpg,https://static.hypem.com/solid_color/items_images/5e/1qf2y_120.jpg,155,Holdin On,1351114884
643,The Limiñanas,1357706159,"This startlingly charming sophomore album from duo Marie and Lionel Liminana inspires the phrase “Why didn’t anyone think of this sooner?” Drawing from wells of inspiration as disparate as The Velvet Underground and Serge Gainsbourg, Crystal Anis flaunts ",19vck,http://hypem.com/go/itunes_search/The%20Limiñanas,91,,10,2045489,http://anotherdyingartform.com/post/40059320952/4-the-liminanas-crystal-anis,,15688,Another Dying Art Form,http://static.hypem.net/solid_color/thumbs_new/31/2045489.jpg,https://static.hypem.com/items_images/93/19vck_640.jpg,https://static.hypem.com/solid_color/items_images/93/19vck_120.jpg,153,AF3458,1350925178
644,Indian Handcrafts,1350585429,"Power duo, Indian Handcrafts are preparing to release their new album, Civil Disobedience For Losers at the end of October. The album’s first single is “Red Action,” a track that matches the ferocity of newer Torche with the blues-rock fusion of Led Zeppe",1h82r,http://hypem.com/go/itunes_search/Indian%20Handcrafts,17,,7,1968494,http://survivingthegoldenage.com/indian-handcrafts-red-action/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/6e/1968494.jpg,https://static.hypem.com/items_images/58/1h82r_640.jpg,https://static.hypem.com/solid_color/items_images/58/1h82r_120.jpg,190,Red Action,1350661645
645,e-dubble,1350651407,"Baltimore’s e-dubble recently released his new single, “Two Steps from Disaster.” On the track, e-dubble works as rapper, producer, and hook singer. The multifaceted approach pays off in creating a fun synth-hop track. read more at survivingthegoldenage.c",1qjjb,http://hypem.com/go/itunes_search/e-dubble,2385,,7,1969229,http://survivingthegoldenage.com/e-dubble-two-steps-from-disaster/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/4d/1969229.jpg,https://static.hypem.com/items_images/4b/1qjjb_500.jpg,https://static.hypem.com/solid_color/items_images/4b/1qjjb_120.jpg,238,Two Steps from Disaster,1350660374
646,Hot 8 Brass Band,1350401114,"New Orleans’ Hot 8 Brass Band just dropped their double a-side single, Ghost Town/Let Me Do My Thing. “Ghost Town” is a cover of The Special‘s hit and is worth a listen to hear how Hot 8 spins the ska classic into a New Orleans jazz drag. read more at sur",1qjh3,http://hypem.com/go/itunes_search/Hot%208%20Brass%20Band,298,,8,1965613,http://survivingthegoldenage.com/hot-8-brass-band-cover-the-specials-ghost-town/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/2d/1965613.jpg,https://static.hypem.com/items_images/23/1qjh3_640.jpg,https://static.hypem.com/solid_color/items_images/23/1qjh3_120.jpg,253,Ghost Town,1350407974
647,Prince Rupert's Drops,1350390569,"If I didn’t know Prince Rupert’s Drops were formed in Brooklyn in 2005, I would swear they were formed in Britain in 1970. Their latest single “Almond Man” mixes psychedelic rock with British invasion-style panache. The track comes from their upcoming alb",1qhz8,http://hypem.com/go/itunes_search/Prince%20Rupert's%20Drops,9,,10,1965350,http://survivingthegoldenage.com/prince-ruperts-drops-almond-man/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/26/1965350.jpg,https://static.hypem.com/items_images/e8/1qhz8_640.jpg,https://static.hypem.com/solid_color/items_images/e8/1qhz8_120.jpg,207,Almond Man,1350407728
648,The Beatles,1350395385,Refracture recently reached 10k fans on Facebook. To celebrate he dropped this bass-heavy remix of the Beatles classic “I Saw Her Standing There.” read more at survivingthegoldenage.com,1qhnt,http://hypem.com/go/itunes_search/The%20Beatles,52,,4,1965461,http://survivingthegoldenage.com/beatles-i-saw-her-standing-there-refracture-remix/,True,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/95/1965461.jpg,http://static.hypem.net/thumbs_new/e9/1967081_320.jpg,http://static.hypem.net/solid_color/thumbs_new/95/1965461_120.jpg,326,I Saw Her Standing There(Refracture Remix),1350400822
649,Ducktails,1386896423,"#50 to #41 // #40 to #31 // #30 to #21 // #20 to #11 // #10 to #1 —————————————————————————————————————————— 20. Ducktails - The Flower Lane Released in January, Ducktails’ The Flower Lane was one of the first great releases of 2013, a memorable journey t",1qd9s,http://hypem.com/go/itunes_search/Ducktails,542,,55,2376881,http://www.obscuresound.com/2013/12/best-albums-2013-20-11/,True,559,Obscure Sound,http://static.hypem.net/solid_color/thumbs_new/b1/2376881.jpg,http://static.hypem.net/thumbs_new/3e/2384958_640.jpg,https://static.hypem.com/solid_color/items_images/39/1qd9s_120.jpg,269,The Flower Lane,1350400615
650,Amon Tobin,1349534129,"Normandy French duo She Is Christine remix one of my favourite Amon Tobin tracks, the bass heavy but kind of trip hop 4 Ton Mantis. They bring out the menace inherent in the original and add a bit of modern electro and some scratching. This is quality stu",1mjzn,http://hypem.com/go/itunes_search/Amon%20Tobin,84,,2,1955114,http://acidted.wordpress.com/2012/10/06/remixing-classics-amon-tobin-4-ton-mantis-christine-scratch-live-remix/,,13958,ACIDTED,http://static.hypem.net/solid_color/thumbs_new/2a/1955114.jpg,https://static.hypem.com/items_images/f5/1mjzn_640.jpg,https://static.hypem.com/solid_color/items_images/f5/1mjzn_120.jpg,259,4 Ton Mantis (Christine Scratch Live Edit Remix),1350320150
651,ROOM8,1350275289,"ROOM8 is the next electronic act you need to be listening to. The LA-based duo already has noteworthy collaborations with Electric Youth and M83 under their belts, and are on the verge of releasing their album Transduction. And if you’re in the West Coast",1pnrj,http://hypem.com/go/itunes_search/ROOM8,173,,20,1963551,http://www.discobelle.net/2012/10/15/room8-visions-of-you-feat-electric-youth/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/1f/1963551.jpg,https://static.hypem.com/items_images/12/1pnrj_640.jpg,https://static.hypem.com/solid_color/items_images/12/1pnrj_120.jpg,233,03 Visions of You (feat. Electric Youth),1350314021
652,Dragonette,1333407559,"Dragonette 2 It was Friday night and the snow was just starting to fall. You could physically feel the excitement and energy permeating from the restless crowd as they anxiously awaited the first drum line, guitar pick, or synth hook. And for good reason.",1jjrn,http://hypem.com/go/itunes_search/Dragonette,1405,,12,1767274,http://remix86.com/interview-dragonette/,,14871,REMIX86,http://static.hypem.net/solid_color/thumbs_new/6a/1767274.jpg,https://static.hypem.com/items_images/15/1jjrn_640.jpg,https://static.hypem.com/solid_color/items_images/15/1jjrn_120.jpg,242,The Right Woman,1349318763
653,Twin Shadow,1370993079,"2013 marked the first time that Governors Ball extended to a three day festival and also the first time to have overlapping sets. Because of the expansion and format change,... read more at survivingthegoldenage.com",1ktxf,http://hypem.com/go/itunes_search/Twin%20Shadow,11507,,151,2209217,http://survivingthegoldenage.com/tuesdaytop10-the-best-and-worst-of-governors-ball-2013/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/c1/2209217.jpg,https://static.hypem.com/items_images/af/1ktxf_640.jpg,https://static.hypem.com/solid_color/items_images/af/1ktxf_120.jpg,260,Five Seconds,1349318336
654,"Kanye West, Big Sean & Jay Z",1360706915,"As the calendar turns over, so do our sights for upcoming events in 2013. The experiences, shows, live performances, breathtaking nights and jaw dropping moments have passed, and a new set is just on the horizon. With the release of Coachella’s line up, w",1pn19,"http://hypem.com/go/itunes_search/Kanye%20West,%20Big%20Sean%20&%20Jay%20Z",10395,,21,2083961,http://www.themusicninja.com/stream-the-lineup-coachella-2013-playlist/,,10739,The Music Ninja,http://static.hypem.net/solid_color/thumbs_new/79/2083961.jpg,https://static.hypem.com/items_images/29/1pn19_640.jpg,https://static.hypem.com/solid_color/items_images/29/1pn19_120.jpg,294,Clique (Prod. Hit Boy),1349103306
655,Diplo,1479684911,"Original Post: October 21, 2012 Good vibes. Good life. Good morning. The first 10 seconds of this track and on will have you feeling elated all day long. This is Diplo’s first single from his to-be-titled late 2012/early 2013 release (it’s his first full ",1py4g,http://hypem.com/go/itunes_search/Diplo,6563,,29,3049002,http://www.etmusiquepourtous.com/2016/11/20/empt-classic-diplo-about-that-life-feat-jahan-lennon/,,10096,Et Musique Pour Tous,http://static.hypem.net/solid_color/thumbs_new/2a/3049002.jpg,http://static.hypem.net/thumbs_new/d9/1937369_640.jpg,https://static.hypem.com/solid_color/items_images/90/1py4g_120.jpg,168,About That Life feat. Jahan Lennon,1348166560
656,Pickster - Scarub (Living Legends),1348063819,Moombahton is one of those EDM subgenres that generally gets written off as a novelty. Pickster and Scarub prove that there is some real artistry in the genre. The moombahton single “Raise Em Up” mixes the EDM fad with hip hop vocals and creates something,1pxpn,http://hypem.com/go/itunes_search/Pickster%20-%20Scarub%20(Living%20Legends),13,,1,1936209,http://survivingthegoldenage.com/pickster-scarub-raise-em-up/,,1056,surviving the golden age,https://static.hypem.com/solid_color/83c441,https://static.hypem.com/images/albumart/320/1.png,,279,Pickster Feat. Scarub - Raise Em Up (Original Mix) 108bpm,1348070253
657,Dragonette,1339261290,"I am a huge fan of Dragonette, her energy and attitude which you hear in her vocals and every word that comes out of her mouth, it’s very real, it’s not forced. This is something I am always noticing first hand when I am listening to more and more artists",1k4ne,http://hypem.com/go/itunes_search/Dragonette,7230,,28,1835438,http://www.etmusiquepourtous.com/2012/06/09/dragonette-let-it-go/,,10096,Et Musique Pour Tous,http://static.hypem.net/solid_color/thumbs_new/ae/1835438.jpg,https://static.hypem.com/items_images/ae/1k4ne_640.jpg,https://static.hypem.com/solid_color/items_images/ae/1k4ne_120.jpg,212,Let it Go,1347379814
658,Featurecast,1346864286,"On September 24, Featurecast will release his debut album on Jalapeno Records called Run For Cover. The opening track of the album is “Got That Fire.” The song finds the British producer hooking up with Chicago rapper, Pugs Atomz. read more at survivingth",1pkwd,http://hypem.com/go/itunes_search/Featurecast,73,,3,1921221,http://survivingthegoldenage.com/featurecast-pugs-atomz-got-that-fire-oh-la-la/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/5d/2036317.jpg,https://static.hypem.com/items_images/8d/1pkwd_640.jpg,https://static.hypem.com/solid_color/items_images/8d/1pkwd_120.jpg,225,Got That Fire (Oh La La) (feat. Pugs Atomz),1346959985
659,DJ DSL,1346864902,"We Live in Bright and Sunny days, Now I can’t complain. DJ DSL – Happy Bear Download Descargar fichero de audio (Happy%20Bear.mp3) Children! C$H. PS. Every night.",11nns,http://hypem.com/go/itunes_search/DJ%20DSL,59,,2,1921234,http://8106.tv/blog/2012/09/05/great-happiness/,,3841,8106,http://static.hypem.net/solid_color/thumbs_new/d2/1921234.jpg,https://static.hypem.com/items_images/b9/11nns_500.jpg,https://static.hypem.com/solid_color/items_images/b9/11nns_120.jpg,475,Happy Bear,1346959640
660,LCD Soundsystem,1346920220,E doveva arrivare il giorno in cui avremmo visto anche James Murphy presentare una televendita. Il leader degli ex LCD Soundsystem sembra avere parecchia carne al fuoco al momento: il documentario che glorifica lo scioglimento della band newyorkese Shut U,12st2,http://hypem.com/go/itunes_search/LCD%20Soundsystem,3260,,40,1922011,http://polaroid.blogspot.com/2012/09/sound-of-silver.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/db/1922011.jpg,https://static.hypem.com/items_images/42/12st2_640.jpg,https://static.hypem.com/solid_color/items_images/42/12st2_120.jpg,461,You Wanted A Hit (Soulwax Remix),1346942824
661,The Erratic Man,1346856971,"The Erratic Man, a.k.a Infadels frontman Bnann, is set to release his new single “Back In The Day” on September 24th. The single is currently streaming at his soundcloud. It is a fun mix of soul, electro, and indie pop. read more at survivingthegoldenage.",1g5xe,http://hypem.com/go/itunes_search/The%20Erratic%20Man,15,,2,1921010,http://survivingthegoldenage.com/erratic-man-back-day/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/39/1653049.jpg,https://static.hypem.com/images/albumart/320/1.png,https://static.hypem.com/solid_color/items_images/ae/1g5xe_120.jpg,219,Back in The Day,1346860913
662,Materikaa,1346668136,"Swedish electronic pop duo Materikaa just unleashed new single “NO! NO! NO!” (released on Uniform Beat), a huge houseinfluenced tune with a touch of melancholia. We here at Discobelle can premiere the video for the single along with a remix from Stockholm",1pj6d,http://hypem.com/go/itunes_search/Materikaa,10,,1,1918536,http://www.discobelle.net/2012/09/03/materikaa-no-no-no/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/48/1918536.jpg,https://static.hypem.com/items_images/cd/1pj6d_640.jpg,https://static.hypem.com/solid_color/items_images/cd/1pj6d_120.jpg,382,No! No! No! - Hassan Lur Remix MASTER,1346785537
663,M.I.A.,1343231866,"Another day, another remix of ""Bad Girls,"" which, I mean, things could be worse. This time it's French producer Surkin taking the reigns for a clap-happy production that hits everything from African rhythms to Chicago footwork. Mostly, though, it revels i",1npgt,http://hypem.com/go/itunes_search/M.I.A.,1276,,12,1880507,http://rcrdlbl.com/2012/07/25/stream_m_i_a_bad_girls_surkin_remix_,True,5623,RCRD LBL,http://static.hypem.net/solid_color/thumbs_new/bb/1880507.jpg,http://static.hypem.net/thumbs_new/a2/1981602_640.jpg,http://static.hypem.net/solid_color/thumbs_new/bb/1880507_120.jpg,241,Bad Girls (Surkin Remix),1346782944
664,Blende,1346691829,"Good morning everyone, and what a good morning it is. Not only do we have the day off due to Labour Day, but we woke to some absolutely fantastic sounds from UK producer Blende. For those with a french touch tooth for acts like Justice and SebastiAn, this",1pj7c,http://hypem.com/go/itunes_search/Blende,27,,3,1918782,http://remix86.com/blende-fake-love/,,14871,REMIX86,http://static.hypem.net/solid_color/thumbs_new/3e/1918782.jpg,https://static.hypem.com/items_images/ec/1pj7c_640.jpg,https://static.hypem.com/solid_color/items_images/ec/1pj7c_120.jpg,234,Fake Love (Chordashian Remix),1346780290
665,Bonde do Rolê,1341518227, Bonde do Role-Bang (feat. Kool A.D. of Das Racist) by Mad Decent Bang is the second single off Bonde do Role's upcoming album Tropical/Bacanal due out world wide July 31st! Stream the song above feat. Kool A.D. of Das Racist and download TODAY over at KC,1n9x9,http://hypem.com/go/itunes_search/Bonde%20do%20Rolê,1015,,16,1861320,http://maddecent.com/blog/bonde-do-role-bang-feat-kool-a-d-of-das-racist,,4783,Maddecent,http://static.hypem.net/solid_color/thumbs_new/c8/1861320.jpg,http://static.hypem.net/thumbs_new/29/1861673_640.jpg,https://static.hypem.com/solid_color/items_images/a9/1n9x9_120.jpg,141,Bang (feat. Das Racist),1346778978
666,Macklemore X Ryan Lewis,1389798082,This is actually kind of cool! The GRAMMYs are this Sunday (January 26) at 8/7c on CBS,1dqwg,http://hypem.com/go/itunes_search/Macklemore%20X%20Ryan%20Lewis,19783,,28,2390789,http://different-kitchen.com/2014/01/grammy-promo-video-macklemore-ryan-lewis-cant-hold-us-live-on-an-mta-bus/,,1851,Different Kitchen,http://static.hypem.net/solid_color/thumbs_new/95/2230677.jpg,http://static.hypem.net/thumbs_new/95/2230677_640.jpg,http://static.hypem.net/solid_color/thumbs_new/5/2390789_120.jpg,265,Can't Hold Us Feat. Ray Dalton,1346646509
667,Boys Noize,1338520126,I’m feeling mad love for this Boys Noize bootleg of Donna Summer’s “I Feel Love.” The track was originally released in 2006 on vinyl under the synonym 909DISCO but has been re-released to celebrate the Queen of Disco’s life and work.,1mhb7,http://hypem.com/go/itunes_search/Boys%20Noize,559,,16,1827092,http://www.discobelle.net/2012/06/01/boys-noize-donnastag/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/14/1827092.jpg,http://static.hypem.net/thumbs_new/b8/1827512_640.jpg,https://static.hypem.com/solid_color/items_images/67/1mhb7_120.jpg,252,Donnastag,1346634373
668,Mighty Mouse,1383142053,"And the Met Office reckon St Jude was the biggest thing hitting the South-East this week… Human Drizzle Presents is now a little over 48 hours away. With thunderous looking House, Garage and Disco clouds gathering over SE15, we’ve been extremely busy batt",1mx7z,http://hypem.com/go/itunes_search/Mighty%20Mouse,91,,7,2348898,http://humandrizzle.com/2013/10/30/human-drizzle-presentsmighty-mouse-clancy-black-magic-disco-peckham-palais/,,17810,Human Drizzle,http://static.hypem.net/solid_color/thumbs_new/62/2348898.jpg,https://static.hypem.com/items_images/ff/1mx7z_500.jpg,https://static.hypem.com/solid_color/items_images/ff/1mx7z_120.jpg,328,Kids In Space,1346634115
669,Electric Guest,1340723814,Electric Guest is a Los Angeles based band who has been getting a lot credibility in the past couple years. They have worked with Danger Mouse who is one of the best producers out there for an indie pop band and got big eye openers at this past SXSW. They,1hhwq,http://hypem.com/go/itunes_search/Electric%20Guest,17465,,52,1852134,http://www.etmusiquepourtous.com/2012/06/26/electric-guest-this-head-i-hold/,,10096,Et Musique Pour Tous,http://static.hypem.net/solid_color/thumbs_new/e6/1852134.jpg,https://static.hypem.com/items_images/97/1hhwq_640.jpg,https://static.hypem.com/solid_color/items_images/97/1hhwq_120.jpg,176,This Head I Hold,1346632722
670,Van She,1345561015,"Battle Beyond the Stars goes all tropical with his remix of Van She’s latest single Jamaica. Dropping most of the vocals to reveal a track which yearns for summer. Find a sunny spot, put this on repeat and enjoy a mini trip to the Islands! Download: Van S",1p9rh,http://hypem.com/go/itunes_search/Van%20She,18,,1,1906341,http://www.electrotrash.co.za/2012/08/02/van-she-jamaica-battle-beyond-stars-remix/,True,10540,Electrotrash,http://static.hypem.net/solid_color/thumbs_new/a5/1906341.jpg,http://static.hypem.net/thumbs_new/a5/1906341_320.jpg,http://static.hypem.net/solid_color/thumbs_new/a5/1906341_120.jpg,248,Jamaica (Battle Beyond the Stars Remix),1346620052
671,Le1f,1455570029,"Le1f is a hugely unique US rapper who’s collaborated with the likes of Kelela and Dizzee Rascal, few MCs manage be out and proud, never mind graduate from Wesleyan University studying ballet and modern dance, but the androgynous rapper and beatmaker plays",1ns1m,http://hypem.com/go/itunes_search/Le1f,829,,11,2870937,http://ravechild.co.uk/2016/02/15/le1f-at-the-hug-and-pint-9216/,,17563,ravechild,http://static.hypem.net/solid_color/thumbs_new/99/2870937.jpg,https://static.hypem.com/items_images/34/1ns1m_640.jpg,https://static.hypem.com/solid_color/items_images/34/1ns1m_120.jpg,167,Wut (5kinAndBone5),1346459212
672,Beck vs The Rolling Stones,1314362665,"Oh well hi there my Little Monstrosities I’m Laddy Gaga, your Queen. I DON’T HAVE A WILLY! Last night I was busy dressed up as a motorcycle frigging myself off with a Peperami Wideboy when I had a thought. Wouldn’t it just be the best thing in the world f",1dyyx,http://hypem.com/go/itunes_search/Beck%20vs%20The%20Rolling%20Stones,44,,1,1569017,http://mybandsbetterthanyourband.wordpress.com/2011/08/26/lady-gaga-world-exclusive/,True,12533,Mybandsbetterthanyourband,http://static.hypem.net/solid_color/thumbs_new/f9/1569017.jpg,https://static.hypem.com/images/albumart/320/2.png,http://static.hypem.net/solid_color/thumbs_new/f9/1569017_120.jpg,251,Hotwax (Stones Throw Remix),1346435333
